legacyId	codigoBarras	nome	descricao	fabricante	precoVenda	estoque
59996		BUPROPIONA CLOR 150MG 30CPR(24HS) GEN / GERMED GE	BUPROPIONA CLOR 150MG 30CPR(24HS) GEN / GERMED GE	GERMED	89.99	3
5711		BUSCODUO C/ 20 CPR	C/ 20 CPR	BOEHRINGER	40.98	1
5712		BUSCOFEM 400 MG C/ 10 CPS	400 MG C/ 10 CPS	BOEHRINGER	35.86	1
58606		BUSCOPAN 10MG GTS 20ML	BUSCOPAN 10MG	BRAINFARMA	30.22	2
57199		BUSCOPAN C 20 DRG ( NOVO )	20CP	HYPERMARCAS	29.22	2
5717		BUSCOPAN COMPOSTO C/ 20 DRG	C/ 20 DRG	BOEHRINGER	30.22	2
59383		BUSCOPAN COMPOSTO GOTAS20ML	BUSCOPAN COMPOSTO GOTAS20ML	SANTA CRUZ DISTRIBUIDORA	31.26	0
57065		BUSCOPLEX COMP (ESCO+DIPI)20ML NATULAB	BUSCOPLEX COMP (ESCO+DIPI)20ML NATULAB	NATULAB	15.99	4
5729		BUSONID 32 MCG AQUOSO NASAL120 DOSES	BUSONID 32 MCG AQUOSO NASAL120 DOSES	BIOSINTETICA	32.99	1
59884		BUTACID (FENILBUTAZONA) 200MG20DRG (VITAM)	BUTACID (FENILBUTAZONA) 200MG20DRG (VITAM)	VITAMED	15.99	3
59930	7908780000000	CAFEINA 400MG C/60 CPR (LAUTO)	CAFEINA CP	EXPRESS DIST. DE MEDICAMENTOS LTDA	58.99	2
56976		CALAMED ALOE VERA GEL FR 120G	120G	CIMED	19.99	1
59952		CALCICAPS 600+D3+K1+ MINERAIS(CALCIO	CALCICAPS 600+D3+K1+ MINERAIS(CALCIO	EMMARKA PB DISTRIB DE MEDICAMENTOS LTDA	75.99	1
59951		CALCICAPS D3+K1+MINERAIS30CPS GELAT	CALCICAPS D3+K1+MINERAIS30CPS GELAT	EMMARKA PB DISTRIB DE MEDICAMENTOS LTDA	43.99	1
59931		CALCIOLAX KIDS 240ML SOBRAL	CALCIO KIDS	SOBRAL	21.99	2
57690		CALCIOVITAL KIDS 250ML(NATURILIFE)	CALCIOVITAL KIDS 250ML(NATURILIFE)	NATULAB	24.99	1
6310		CAPSULA ALCACHOFRA COMP. C/50 CPR	CAPSULA ALCACHOFRA COMP. C/50 CPR	BELA VISTA	7.00	0
57441		CAPTOPRIL	50mg x 30cpr	GLOBO	7.99	3
6396		CAPTOPRIL 25 MG C/ 30 CPR EMS	25 MG CX 30 CPR	EMS	5.99	4
57705		CAPTOPRIL 25MG 30CPR GEO	30CP	GEOLAB	4.99	5
401		CARBAMAZEPINA 200 MG C/ 20 CPR(C1) GERMED	CARBAMAZEPINA 200 MG C/ 20 CPR(C1) GERMED	GERMED	19.99	3
41787		CARBOCISTEINA 20 MG/ML XPE 100ML	CARBOCISTEINA 20 MG/ML XPE 100ML	PRATI DONADUZZI	17.99	4
54625		CARBOCISTEINA INF 20 MG/ML 100ML	CARBOCISTEINA INF 20 MG/ML 100ML	GEOLAB	21.99	1
58740		CARBOLITIUM CR 450MG C/30COMPC1-REFERENCIA	CARBOLITIUM CR 450MG C/30COMPC1-REFERENCIA	EUROFARMA	75.99	1
56706		CARDOMARIN 127MG 20CPR	20CPR	NATULAB	42.99	1
56707		CARDOMARIN 254MG 20CPR	20 CPR	NATULAB	61.99	1
58799		CARMED FINI BG 10G POM BEIJOSC COR	CARMED FINI BG 10G POM BEIJOSC COR	CIMED	24.99	2
59966		CARMED HID LAB BG 10G COCACOLA INCOLOR	CARMED HID LAB BG 10G COCACOLA INCOLOR	CIMED	24.99	2
59964		CARMED HID LAB BG 10G COCACOLA MARROM	CARMED HID LAB BG 10G COCACOLA MARROM	CIMED	24.99	2
59963		CARMED HID LAB DOCE DE LEITEBG 10G	CARMED HID LAB DOCE DE LEITEBG 10G	CIMED	25.99	2
6609		CARVEDILOL 12,5 MG C/ 30 CPREMS	CARVEDILOL 12,5 MG C/ 30 CPREMS	EMS	15.99	1
39511		CARVEDILOL 6,25 MG C/ 30 CPR	6,25 MG C/ 30 CPR	NOVA QUIMICA	11.99	0
59715		CARVEGRAN 12,5MG C/30 COMP(LEGRA)	CARVEGRAN 12,5MG C/30 COMP(LEGRA)	LEGRAND PHARMA	13.99	1
59389		CARVEROL 250MG 20CPR	20COMP	UNIAO QUIMICA	38.99	1
467		CEFALEXINA 250 MG C/ 100 MLTEUTO	CEFALEXINA 250 MG C/ 100 MLTEUTO	TEUTO	34.99	2
472		CEFALEXINA 500 MG C/ 10 CPR GENTEUTO	CEFALEXINA 500 MG C/ 10 CPR GENTEUTO	TEUTO	22.99	0
57512		CEFALEXINA 500MG 10COMP	500 mg 1 bl x 10 cpr	GERMED	19.99	5
57252		CEFALEXINA 500MG 10CPR REV GNMULTILAB	CEFALEXINA 500MG 10CPR REV GNMULTILAB	MULTILAB	19.99	6
32134		CEFALEXINA SUSP 50 MG 100 MLNQ	CEFALEXINA SUSP 50 MG 100 MLNQ	BRAINFARMA	34.99	1
6899		CEFALIV C/ 12 CPR	C/ 12 CPR	FACULDADE DE ENFERMAGEM NOVA ESPERAN A	23.34	0
499		CEFTRIAXONA SODICA 1G IM	1G IM	EUROFARMA	29.99	1
502		CEFTRIAXONA SODICA 500 MG 1AMP	CEFTRIAXONA SODICA 500 MG 1AMP	EUROFARMA	31.99	2
6909		CELERG 2 MG C/ 20 CPR	2 MG C/ 20 CPR	LEGRAND PHARMA	16.99	2
6926		CELESTRAT 2 MG/5ML C/ 120 ML	2 MG/5ML C/ 120 ML	UNIAO QUIMICA	14.99	1
58355		CENEVIT TRIPLA ACAO 10 CPREFERV (VIT C + D + ZINC	CENEVIT TRIPLA ACAO 10 CPREFERV (VIT C + D + ZINC	LEGRAND PHARMA	13.99	7
59797		CENTROCAL 500MG 60CPR	60COMP	EMMARKA PB DISTRIB DE MEDICAMENTOS LTDA	42.99	1
59953		CENTROCAL KIDS LEITECONDENSADO C/ 30 CO	CENTROCAL KIDS LEITECONDENSADO C/ 30 CO	EMMARKA PB DISTRIB DE MEDICAMENTOS LTDA	31.99	2
57763		CENTROTABS	senior ct fr 60 comp	NEO QUIMICA	19.99	2
58314		CENTROTABS A-ZINCO POLIV 60CPR REV NEO	CENTROTABS A-ZINCO POLIV 60CPR REV NEO	NEO QUIMICA	14.99	18
58987		CENTROTABS HOMEM POLIV 60CPRREV NEO	CENTROTABS HOMEM POLIV 60CPRREV NEO	NEO QUIMICA	19.99	3
58398		CEREBROVIT CAP MOLE FR X 30(AL)	CEREBROVIT CAP MOLE FR X 30(AL)	UNIAO QUIMICA	49.90	3
7104		CERUMIN C/ 8 ML	FR C/ 8 ML	NOVARTIS	20.46	1
54590		CETADEX CR C/ 10 GR(AC.DEXAMETASONA)-GEO	CETADEX CR C/ 10 GR(AC.DEXAMETASONA)-GEO	GEOLAB	11.00	4
57044		CETOCONAZOL	200mg com ct bl al al x 10	TEUTO	13.99	4
7160		CETOCONAZOL 200 MG C/ 10 CPR	200 MG C/ 10 CPR.	EMS	17.99	3
54623		CETOCONAZOL+BETAM+NEOM CRC/ 30 GR	CETOCONAZOL+BETAM+NEOM CRC/ 30 GR	GEOLAB	17.99	2
54624		CETOCONAZOL+BETAM+NEOMICPDA C/ 30 GR	CETOCONAZOL+BETAM+NEOMICPDA C/ 30 GR	GEOLAB	17.99	2
7201		CETOCONAZOL+BETAMET CR C/ 30GR EMS GE	CETOCONAZOL+BETAMET CR C/ 30GR EMS GE	EMS	16.99	1
56729		CETOPROFENO	150 mg x 10 cpr lib prol	GERMED	19.99	0
57272		CETOPROFENO	20mg/ml sol or fr x 20ml	EUROFARMA	11.99	1
60031		CH NEOPAN DECORADA 4111 N?1 CONV SL AZUL(E)0-6MESES		EXPRESS DIST. DE MEDICAMENTOS LTDA	14.99	0
60032		CH NEOPAN DECORADA 4231 N?1 OR SL AZUL(E)0-6MESES		EXPRESS DIST. DE MEDICAMENTOS LTDA	14.99	0
60033		CH NEOPAN DECORADA 4232 N?1 OR SL ROSA(E)0-6MESES		EXPRESS DIST. DE MEDICAMENTOS LTDA	14.99	0
60034		CH NEOPAN DECORADA 4245 N?2 OR SL CRISTAL(E)+06MESES		EXPRESS DIST. DE MEDICAMENTOS LTDA	14.99	0
58632		CHIC TRIDENT 21X1UN FRESHINTENSE	CHIC TRIDENT 21X1UN FRESHINTENSE	POLYBALAS DISTIRIBUIDORA	3.00	29
56183		CHIC TRIDENT CANELA HORTELA 8GR UND	CHIC TRIDENT CANELA HORTELA 8GR UND	DIVERSOS	3.00	6
56182		CHIC TRIDENT HORTELA 8 GR UND	HORTELA 8 GR 21X1	DIVERSOS	3.00	25
56166		CHIC TRIDENT MENTA 8 GR UND	MENTA 8 GR 21X1	DIVERSOS	3.00	19
59477	7622200000000	CHOC LACTA DP12X28G AO LEITE	CHOC AO LEITE 28G	POLYBALAS DISTIRIBUIDORA	4.99	10
60035		CHUPETA BORB CONV. TAM.2 AZUL 4621 (NEOPA)+06MESES		EXPRESS DIST. DE MEDICAMENTOS LTDA	9.59	0
60036		CHUPETA BORB CONV. TAM.2 ROSA 4622 (NEOPA)+06MESES		EXPRESS DIST. DE MEDICAMENTOS LTDA	9.59	0
59876		CHUPETA NEOPAN BORB NEON4672 N1 ROSA	CHUPETA NEOPAN BORB NEON4672 N1 ROSA	DPC DISTRIBUIDORA ATACADISTA S/A	7.99	2
59878		CHUPETA NEOPAN BORB NEON4682 N2 ROSA	CHUPETA NEOPAN BORB NEON4682 N2 ROSA	DPC DISTRIBUIDORA ATACADISTA S/A	7.99	1
59873		CHUPETA TIP REDONDA LOLLY4011 COR:AZUL	CHUPETA TIP REDONDA LOLLY4011 COR:AZUL	LOLLY BABY	9.99	1
59872		CHUPETA TIP REDONDA LOLLY4011 COR:ROSA	CHUPETA TIP REDONDA LOLLY4011 COR:ROSA	LOLLY BABY	9.99	1
57821		CICATRICURE AGUA MICELAR200ML	CICATRICURE AGUA MICELAR200ML	GENOMMA COSMETICOS	23.49	1
7865		CICLO 21 1X21CPR	CX C/21 COMP	UNIAO QUIMICA	11.32	3
59834		CICLOBENZAPRINA 10MG 15COMPGEOLAB	CICLOBENZAPRINA 10MG 15COMPGEOLAB	GEOLAB	11.99	3
57887		CICLOBENZAPRINA 10MG 30CPRGLB	CICLOBENZAPRINA 10MG 30CPRGLB	GLOBO	18.99	5
57232		CICLOBENZAPRINA 10MG C/15 CPR(G) (GLOBO)	CICLOBENZAPRINA 10MG C/15 CPR(G) (GLOBO)	GLOBO	11.99	3
7891		CICLOPIROX OLAMINA GTS C/ 15 MLGERMED	CICLOPIROX OLAMINA GTS C/ 15 MLGERMED	GERMED	22.99	0
57239		CICLOVULAR	150mg/ml+10mg/ml sol inj x 1ml+ser	UNIAO QUIMICA	23.97	0
7901		CIFLOGEX PAST 1X4 MEL LIMAO	MEL-LIMAO	CIMED	21.99	3
7903		CIFLOGEX PAST 1X4 MENTA LIMAODIET CIMED	CIFLOGEX PAST 1X4 MENTA LIMAODIET CIMED	CIMED	21.99	2
7906		CIFLOGEX SPRAY MEL 30ML	MEL	CIMED	16.99	0
7907		CIFLOGEX SPRAY MENTA 30ML	MENTA	CIMED	16.99	2
513		CILODEX COL 5 ML	FRASCO C/5ML	NOVARTIS	51.98	1
39015		CIMEGRIPE	DIA C/04	CIMED	3.99	1
7939		CIMEGRIPE GTS C/ 20 ML CIMED	100+2+2MG SOL OR FR GTS 20ML	CIMED	19.99	2
59729		CIMETOSSE 13,33MG/ML XPE FR120ML	CIMETOSSE 13,33MG/ML XPE FR120ML	CIMED	24.99	1
59685		CIPROFIBRATO 100MG C/30	30COMP	CIMED	21.99	1
54621		CIPROFLOX+DEXAMET0,35:0,1%(OFTALM) 5ML(GEO (A28-1	CIPROFLOX+DEXAMET0,35:0,1%(OFTALM) 5ML(GEO (A28-1	GEOLAB	26.99	2
543		CIPROFLOXACINO CLORID. 500 MGC/ 14 CPR GLOBO	CIPROFLOXACINO CLORID. 500 MGC/ 14 CPR GLOBO	GLOBO	19.99	3
548		CIPROFLOXACINO CLORID. 500 MGC/ 14 CPR SANDO	CIPROFLOXACINO CLORID. 500 MGC/ 14 CPR SANDO	SANDOZ - HEXAL	22.99	0
54638		CISTEIL 200MG16ENV.5GR(ACETILCISTEINA)-GEOLAB	CISTEIL 200MG16ENV.5GR(ACETILCISTEINA)-GEOLAB	GEOLAB	31.99	1
54639		CISTEIL 600MG16ENV.5GR(ACETILCISTEINA)-GEOLAB	CISTEIL 600MG16ENV.5GR(ACETILCISTEINA)-GEOLAB	GEOLAB	39.99	0
54594		CISTEIL XPE AD120ML(ACETILCISTEINA)-GEOLAB	CISTEIL XPE AD120ML(ACETILCISTEINA)-GEOLAB	GEOLAB	22.99	3
54593		CISTEIL XPE INF120ML(ACETILCISTEINA)-GEOLAB	CISTEIL XPE INF120ML(ACETILCISTEINA)-GEOLAB	GEOLAB	19.99	2
59334		CIT SILDENAFILA 50MG COMP REV 1BL X 4	CIT SILDENAFILA 50MG COMP REV 1BL X 4	CIMED	7.99	1
576		CITALOPRAM 20 MG C/ 30 CPR (C1)GENERICO	CITALOPRAM 20 MG C/ 30 CPR (C1)GENERICO	EMS	23.99	1
59995		CL CICLOBENZAPRINA 5MGC/15COMP REV/VTC	CL CICLOBENZAPRINA 5MGC/15COMP REV/VTC	VITAMED	10.99	4
59084		CL LOPERAMIDA 2MG C/12CP (-)SDZ	CL LOPERAMIDA 2MG C/12CP (-)SDZ	SANDOZ - HEXAL	8.00	2
58882		CL NARATRIPTANA 2,5MG 4CPREMS	CL NARATRIPTANA 2,5MG 4CPREMS	EMS	18.77	1
40992		CLANISTIL SOL. OFTA C/ 15 ML-NQ	SOL OFT CX 1FR X 15ML	NEO QUIMICA	12.99	2
8020		CLARIL 15 ML	FR C/15 ML	NOVARTIS	29.08	0
31468		CLARITROMICINA 10CP	500MG 10CP	PHARLAB	99.99	2
40275		CLOBETASOL PROPIONATO C/ 30GR GERMED GEN	CLOBETASOL PROPIONATO C/ 30GR GERMED GEN	GERMED	19.99	2
8113		CLOBETASOL PROPIONATO CR 30GR GERMED	CLOBETASOL PROPIONATO CR 30GR GERMED	GERMED	17.99	1
58151		CLONAZEPAM*B1 2MG 30CPR GEO	30CP	GEOLAB	9.99	11
8154		CLOPIDOGREL BISSULFATO 75 MGC/ 28 CPR SANDOZ	CLOPIDOGREL BISSULFATO 75 MGC/ 28 CPR SANDOZ	SANDOZ - HEXAL	28.99	2
59756		CLOR FLUOXETINA 20MG 30CS C1EMS-GENERICO	CLOR FLUOXETINA 20MG 30CS C1EMS-GENERICO	EMS	21.99	2
58387		CLOR NEBIVOLOL 5MG 30CPR(BIOLAB)	CLOR NEBIVOLOL 5MG 30CPR(BIOLAB)	BIOLAB SANUS	39.99	1
58547		CLOR VENLAFAXINA 150MG 30CPR*C1 (TORRENT) (C1)	CLOR VENLAFAXINA 150MG 30CPR*C1 (TORRENT) (C1)	TORRENT	59.99	1
57886		CLOR VENLAFAXINA 37,5MG 30CAP* C1 (GERMED) (C1)	CLOR VENLAFAXINA 37,5MG 30CAP* C1 (GERMED) (C1)	GERMED	34.99	3
58886		CLORETO DE MAGNESIO P.A 33GCATARINENSE	CLORETO DE MAGNESIO P.A 33GCATARINENSE	PBMED DISTRIBUIDORA LTDA	19.99	2
58223		CLORID.TRAMADOL (A2) 100MG C/10CAP (G EMS) (A2)	CLORID.TRAMADOL (A2) 100MG C/10CAP (G EMS) (A2)	EMS	79.99	1
57060		CLORIDRATO DE AMBROXOL	7,5mg/ml sol or fr x 50ml	BRASTERAPICA	16.99	2
56974		CLORIDRATO DECICLOBENZAPRINA	CLORIDRATO DECICLOBENZAPRINA	CIMED	9.99	2
59858		CLORIDRATO DECICLOBENZAPRINA 10MG C/ 15 CPR(VITA	CLORIDRATO DECICLOBENZAPRINA 10MG C/ 15 CPR(VITA	VITAMED	9.99	7
57467		CLORIDRATO DE DULOXETINA (C1)	CLORIDRATO DE DULOXETINA 30MG (C1)30MG 30CAPS GEL LIB RETA	EMS	64.99	0
58259		CLORIDRATO DEFEXOCLOR.FEXOFENADINA 180MGC/10 CPR	CLORIDRATO DEFEXOCLOR.FEXOFENADINA 180MGC/10 CPR	EMS	22.99	0
57105		CLORIDRATO DE HIDROXIZINA	2mg/ml sol or fr x 100ml + ser dos	NATIVITA	15.99	0
58991		CLORIDRATO DE MEMANTINA 10MG30COMP	CLORIDRATO DE MEMANTINA 10MG30COMP	PRATI DONADUZZI	39.99	3
57128		CLORIDRATO DE SERTRALINA	50mg x 30cpr rev	GEOLAB	19.99	11
58294		CLORMA+ETINIL 2+0,03MG 21CPREUR	CLORMA+ETINIL 2+0,03MG 21CPREUR	EUROFARMA	25.99	3
60068		CLORMADINONA+ETINIL 2MG/0,03MG 21 CP(+)21COMP		ALTHAIA	24.99	0
8189		CLORTALIDONA 12,5 MG C/ 60 CPREMS	CLORTALIDONA 12,5 MG C/ 60 CPREMS	EMS	22.64	1
8192		CLORTALIDONA 25 MG C/ 60 CPR	25 MG C/ 60 CPR	EMS	39.99	1
59859		CLORTALIDONA 50MG C/30 COMP	30COMP	VITAMED	11.99	1
8204		CLOTR+ACET DEXAMETAZONA C/10 GR CR	CLOTR+ACET DEXAMETAZONA C/10 GR CR	GERMED	31.99	1
8208		CLOTRIMAZOL 10 MG CR C/ 20 GR	10 MG CR C/ 20 GR	GERMED	15.99	1
8209		CLOTRIMAZOL 10 MG CR VAG 35 GRGENE EMS	CLOTRIMAZOL 10 MG CR VAG 35 GRGENE EMS	EMS	39.99	1
8214		CLOTRIMAZOL CR VAG C/ 20GR+3APLI	CLOTRIMAZOL CR VAG C/ 20GR+3APLI	GERMED	43.99	1
59519		CO ELSEVE 200ML LISO DOSSONHOS BOTOX	CO ELSEVE 200ML LISO DOSSONHOS BOTOX	SANTA CRUZ DISTRIBUIDORA	15.99	4
59654		COBALAMAX - METILCOBALAMINA9,94MCG COMPRIMIDOS MA	COBALAMAX - METILCOBALAMINA9,94MCG COMPRIMIDOS MA	HERBARIUM	39.99	4
57972		COLACT	667mg/ml emu fr x 120ml (sem sabor	UNIAO QUIMICA	20.99	1
57720		COLACT	667mg/ml xpe fr x 120ml (sbr ameix	UNIAO QUIMICA	20.99	2
56049		COLACT ALIM XPE 120 ML FRUTASU. QUIMICA	COLACT ALIM XPE 120 ML FRUTASU. QUIMICA	UNIAO QUIMICA	20.99	2
59521		COLEGORICO 30ML DISPLAYC/12(VIT B12+B1+B6)	COLEGORICO 30ML DISPLAYC/12(VIT B12+B1+B6)	LAPON	5.99	16
58983	0609963718467	COLETOR CRISTAL TAMPA CRISTALC/PA C/70 ML 1 UND (	COLETOR CRISTAL TAMPA CRISTALC/PA C/70 ML 1 UND (	PBMED DISTRIBUIDORA LTDA	1.50	243
59779		COLETOR CRISTAL TAMPAVERMELHA 80ML 100-3BI	COLETOR CRISTAL TAMPAVERMELHA 80ML 100-3BI	PBMED DISTRIBUIDORA LTDA	1.50	71
8379		COLIRIO GEOLAB SOL OFT 20 ML	COLIRIO GEOLAB SOL OFT 20 ML	GEOLAB	9.99	6
8382		COLIRIO TEUTO 20 ML	20ML	TEUTO	9.99	1
60026		COLPADAK (MICONAZOL) LOCAO20MG/G 30ML (BELFA)	COLPADAK (MICONAZOL) LOCAO20MG/G 30ML (BELFA)	BELFAR	11.99	2
60006		COMPLEXO B 50CPR REV	50COMP	NATULAB	20.99	2
60014		COMPLEXO B DRAG C/ 60	60COMP	PBMED DISTRIBUIDORA LTDA	15.99	2
58617		COMPLEXO B GTS 30ML ARTENATIVA	COMPLEXO B GTS 30ML ARTENATIVA	ARTE NATIVA	10.99	2
58349		COMPLEXO B SOL ORAL 100MLARTE NATIVA	COMPLEXO B SOL ORAL 100MLARTE NATIVA	NATIVITA	9.99	5
59856		COND DOVE RECON AMINOACIDO370ML	COND DOVE RECON AMINOACIDO370ML	SANTA CRUZ DISTRIBUIDORA	31.99	1
59133		COND ELSEVE LISO SONHOS 200ML	LISO SONHO 200ML	LOREAL	15.99	2
59134		COND ELSEVE LONGO SONHOS200ML-OUTROS	COND ELSEVE LONGO SONHOS200ML-OUTROS	LOREAL	14.99	3
8962		COND J&J BABY 200 ML	REGULAR-TRADICIONAL	JOHNSON & JOHNSON	19.49	4
8963		COND J&J BABY 200 MLCACHEADOS	COND J&J BABY 200 MLCACHEADOS	JOHNSON & JOHNSON	16.99	1
8965		COND J&J BABY 200 ML CHEIRINHOPROLONGADO	COND J&J BABY 200 ML CHEIRINHOPROLONGADO	JOHNSON & JOHNSON	16.99	3
42708		COND POM POM 200ML BABY	200ML	PERFUMARIA HIGIENE BELEZA	13.99	1
59028		COND XUXINHA SUAVE CHEIRINHOPROLONGADO	COND XUXINHA SUAVE CHEIRINHOPROLONGADO	BARUEL	12.89	1
8839		COND. ELSEVE COLORVIVE 200ML	COLOR VIVE	LOREAL	15.99	2
8861		COND. ELSEVE REPARACAO TOTAL5 200ML	COND. ELSEVE REPARACAO TOTAL5 200ML	LOREAL	18.49	4
59494		CONDICIONADOR ELSEVEGLYCOLIC GLOSS 1X200ML	CONDICIONADOR ELSEVEGLYCOLIC GLOSS 1X200ML	LOREAL	17.99	3
60008		CONDICIONADOR POM POM 200MLSUAVE(E)	CONDICIONADOR POM POM 200MLSUAVE(E)	MARTINS COMERCIO E SERVI OS	10.99	2
58551		CONIDRIN 0,9% PO SOL NAS SH AD240MLX30	CONIDRIN 0,9% PO SOL NAS SH AD240MLX30	UNIAO QUIMICA	61.99	1
59326		CONIDRIN 3% SOL SPR X 60ML	60ML	F E F DISTRIBUIDORA DE PRODUTOS FARMACEURICOS LTDA	17.99	2
42163		CONIDRIN SALINA SPRAY X 50MLANDROMED	CONIDRIN SALINA SPRAY X 50MLANDROMED	UNIAO QUIMICA	17.99	3
9380		CONTRACEP 150 MG IM INJ 1ML	1AMP 1ML	GERMED	34.85	0
56128		COREGA PO FIXADOR 22 GR NEG	PO FIXADOR 22 GR NEG	GSK - GLAXOSMITHKLINE	25.99	1
59533		COREGA ULT CR S/SAB TRIP AC40G-DEMAIS PROD	COREGA ULT CR S/SAB TRIP AC40G-DEMAIS PROD	DPC DISTRIBUIDORA ATACADISTA S/A	55.99	1
57635		COREGA ULTRA CREME 8,5G	8,5G	PROCTER & GAMBLE	15.99	1
9649		CORTADOR UNHA UNHEX PEQ	CORTADOR UNHA UNHEX PEQ	PERFUMARIA HIGIENE BELEZA	5.00	6
9661		CORUS 50 MG C/ 30 CPR	CORUS 50 MG C/ 30 CPR	BIOSINTETICA	15.12	1
59495		CR NIVEA POTE	97G	NIVEA	39.99	2
59971	7908320000000	CR PENT KOLENE 300GCURVATURAS(E)*	CR PENT KOLENE 300GCURVATURAS(E)*	MARTINS COMERCIO E SERVI OS	11.99	3
10139		CR PENTEAR SEDAS.O.S.CERAMIDAS 300ML	CR PENTEAR SEDAS.O.S.CERAMIDAS 300ML	UNILEVER	12.99	3
6703		CR. DENT. CLOSE-UP 100 GR LIQUIFRESH ICE	CR. DENT. CLOSE-UP 100 GR LIQUIFRESH ICE	UNILEVER	7.99	2
6727		CR. DENT. COLGATE 90 GR ANTICARIES	CR. DENT. COLGATE 90 GR ANTICARIES	COLGATE - PALMOLIVE	6.99	12
40428		CR. DENT. TRA LA LA MORANGO12X50GR	CR. DENT. TRA LA LA MORANGO12X50GR	PERFUMARIA HIGIENE BELEZA	6.49	2
57799		CR.DENT.CONDOR BARBIE 50G OF	50G	CONDOR	6.49	1
57800		CR.DENT.CONDOR HOTWE.50G OF	50G	CONDOR	7.00	6
59342		CR.PREVINIR ASSAD.LUKINHA MAISPERFUME 1X90G	CR.PREVINIR ASSAD.LUKINHA MAISPERFUME 1X90G	CAA NORTE LTDA	13.99	2
59933		CRANBERRY 30CPS KATIGUA	CRANBERRY CP	EXPRESS DIST. DE MEDICAMENTOS LTDA	38.99	0
58025		CREME ANTIVARIZES VENOCHEAAVVIO 300G (AVVIO)	CREME ANTIVARIZES VENOCHEAAVVIO 300G (AVVIO)	AVERT	39.99	2
58947		CREME DE ARNICA 30G (VIDOR)	30G	VIDORA	11.99	2
59784		CREME DENTAL SORRISO TRI LIMPCOMPLE 70G CGT	CREME DENTAL SORRISO TRI LIMPCOMPLE 70G CGT	MARTINS COMERCIO E SERVI OS	4.99	3
59496	7908620000000	CREME PENTEAR ELSEVEGLYCOLIC GLOSS 1X250ML	CREME PENTEAR ELSEVEGLYCOLIC GLOSS 1X250ML	LOREAL	17.99	1
60061		CREMER FRALDA ECONOMICA M 8X34UNTAM M 34 UNID		CREMER	27.99	0
60016		CRISP BAR OVOMALTINE UNID	45G	PBMED DISTRIBUIDORA LTDA	9.99	0
10836		CRISTALIN SOL OFT 15 ML	0,025+0,03 PCC SOL OFT FR 15ML	UNIAO QUIMICA	13.99	1
58311		CRONOPLEX 7,5 MG/ML SOL ORALGT X 20ML	CRONOPLEX 7,5 MG/ML SOL ORALGT X 20ML	UNIAO QUIMICA	15.49	4
58875		CURAT SANFARMA CICATRISANPELE 10UN/SANF	CURAT SANFARMA CICATRISANPELE 10UN/SANF	SANFARMA	3.99	5
59697		CURATIVO ADESIVO NATHY BEGEC/10	CURATIVO ADESIVO NATHY BEGEC/10	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	4.89	5
58874		CURATIVO CICATRISAN C/10UNMICROPOROSO	CURATIVO CICATRISAN C/10UNMICROPOROSO	SANFARMA	3.99	8
58812		CURATIVO CICATRISAN C/35TRANSPARENTE	CURATIVO CICATRISAN C/35TRANSPARENTE	SANFARMA	9.79	3
58876		CURATIVO CICATRISANTRANSPARENTE C/10	CURATIVO CICATRISANTRANSPARENTE C/10	SANFARMA	4.49	11
59541		CURATIVO KURA DODOI C/20UNIDADES	CURATIVO KURA DODOI C/20UNIDADES	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	9.99	3
59743		CURATIVO NATHY 10UN TRANSP(E)	10UNID	BIOMED MATERIAL MEDICO HOSPITALAR LTDA	4.89	5
59006		CURATIVO REDONDO CICATRISANC/20 UND	CURATIVO REDONDO CICATRISANC/20 UND	SANFARMA	9.79	3
59007		CURATIVOS TRADICIONAISADESIVOS NATHY BEGE CX C/ 3	CURATIVOS TRADICIONAISADESIVOS NATHY BEGE CX C/ 3	PERFUMARIA HIGIENE BELEZA	10.00	0
59917		CURCUMA C/60 CAPS METALAB	60CAPS	EXPRESS DIST. DE MEDICAMENTOS LTDA	37.99	1
59005		CX DISCO DE ALGODAO CARDNATHY 50UN/PCT 5 PACKS CA	CX DISCO DE ALGODAO CARDNATHY 50UN/PCT 5 PACKS CA	PERFUMARIA HIGIENE BELEZA	7.49	3
10936		CYSTEX C/24 DRG EMS	DRGS 1 X 24	EMS	39.88	2
59954		CYSTRAT C/ 30 STICK SACHES -KRESS	CYSTRAT C/ 30 STICK SACHES -KRESS	EMMARKA PB DISTRIB DE MEDICAMENTOS LTDA	79.99	1
59883		DAPAGLIFLOZINA 10MG 30CPR EUR	30COMP	EUROFARMA	129.99	1
58334		DCAL MDK FR 30 CPR REV (AL)	30CP	UNIAO QUIMICA	44.99	1
699		DECADRON SOL NASAL 20 ML	SOL NASAL C/ 20 ML	FACULDADE DE ENFERMAGEM NOVA ESPERAN A	43.40	1
57075		DECONGEX PLUS	12MG+15MG 4CPR REV	FACULDADE DE ENFERMAGEM NOVA ESPERAN A	11.79	3
10985		DECONGEX PLUS C/ 12 CPR	PLUS C/ 12 CPR	FACULDADE DE ENFERMAGEM NOVA ESPERAN A	34.76	1
59553		DEFB 1000MCG 30CPR BLB	30COMP SUBL	AVERT	43.99	7
